,timestamp_year,timestamp_month,timestamp_day,total_irradiance
877,1982,5,28,1368.015
878,1982,5,29,1367.628
879,1982,5,30,1367.955
880,1982,5,31,1367.756
881,1982,6,1,1368.404
882,1982,6,2,1368.009
883,1982,6,3,1367.615
884,1982,6,4,1368.0079999999998
885,1982,6,5,1367.638
886,1982,6,6,1366.7320000000002
887,1982,6,7,1366.628
888,1982,6,8,1366.11
889,1982,6,9,1366.6270000000002
890,1982,6,10,1366.71
891,1982,6,11,1367.0320000000002
892,1982,6,12,1367.184
893,1982,6,13,1366.756
894,1982,6,14,1366.469
895,1982,6,15,1366.2320000000002
896,1982,6,16,1366.275
897,1982,6,17,1365.5510000000002
898,1982,6,18,1365.483
899,1982,6,19,1366.277
900,1982,6,20,1365.9360000000001
901,1982,6,21,1366.56
902,1982,6,22,1366.771
903,1982,6,23,1367.3110000000001
904,1982,6,24,1367.399
905,1982,6,25,1367.674
906,1982,6,26,1368.1779999999999
907,1982,6,27,1369.076
908,1982,6,28,1367.665
909,1982,6,29,1367.307
910,1982,6,30,1367.9260000000002
911,1982,7,1,1367.786
912,1982,7,2,1368.223
913,1982,7,3,1368.835
914,1982,7,4,1368.257
915,1982,7,5,1367.858
916,1982,7,6,1368.241
917,1982,7,7,1368.3110000000001
918,1982,7,8,1367.2279999999998
919,1982,7,9,1367.9160000000002
920,1982,7,10,1367.642
921,1982,7,11,1367.2160000000001
922,1982,7,12,1366.826
923,1982,7,13,1366.621
924,1982,7,14,1366.1
925,1982,7,15,1366.433
926,1982,7,16,1366.0529999999999
927,1982,7,17,1366.418
928,1982,7,18,1367.305
929,1982,7,19,1368.355
930,1982,7,20,1368.82
931,1982,7,21,1368.402
932,1982,7,22,1368.606
933,1982,7,23,1368.354
934,1982,7,24,1367.8729999999998
935,1982,7,25,1367.785
